FOLIO,EMPRESA,PUESTO,DIA,MES,ANIO,HORA,MIN,ACTP,SECTOR,FUN1,FUN2,FUN3,CAR1,CAR2,CAR3,PERIODICO,INTERNET,EMP,BOLSA,RECOM,EDAD,EDAD2,GENERO,GENERO2,VIAJA,EST,PASAN,LIC,POS,HORAEST,PROM,PROM2,DOMINIO,IT,ILE,IH,FT,FLE,FH,AT,ALE,AH,OTRO,OT,OLE,OH,EXP,EXPA,CARTA,EXAMED,EXAPSI,EXATEC,PREFE,INST1,INST2,INST3,COMU,EQUI,LIDER,CREA,PPER,TRAP,COMP,DEMO,RIES,ECONO,FINAN,IEST,PROBA,IDEO,MER,MODMAT,ST,MENC,PENS,DANIO,SPER,SISD,OTR_1,OTRO1,OTR_2,OTRO2,OFF,PAQUE,PAQ1,PAQ2,LENG,LENG1,LENG2,LENG3,PROG,DISE,RED,MBD,TECEXP,CII,MT,CTO,DEFI_1,DEFI_2,DEFI_3,DEFI_4,CURTEC,CURIDEO,DIPMA,ESTPUES,OBS
152,TREASURY AND CAPITAL MARKET PARTNERS,FINANCIAL CONSULTANT FUNTIONAL,8,11,18,10,0,CONSULTORIA FINANCIERA,2,CONFIGURACIÓN Y ANÁLISIS DE REPORTERÍA,"MEDIDAS DE RIESGO, VAR, STRESTESTING, DV01, GRIEGAS",VALUACIONES DE INSTRUMENTO Y CONSTRUCCIÓN DEL MISMO,MATEMÁTICAS,INGENIERO EN SISTEMAS,ADMINISTRACION DE EMPRESAS, , , ,X, ,N,0,N, ,S, ,X,X,X,N, ,0,S, ,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,5,4,5,4,4,3,1,2,3,3,2,3,1,2,2,3,1,2,1,1,2,VALUACIÓN FINANCIERA,3, ,0,S,S,SQL,VISUAL ASIC,S,SQL,VISUAL BASIC,JAVA,2,2,1,3,S,S,S,S,IDIOMA,PRO ACTIVIDAD,EXPERIENCIA, ,S,S,N,S, 
153,"LOCKTON MÉXICO, AGENTE DE SEGUROS Y DE FIANZAS, S.",ASESOR,8,11,18,19,0,BROCKER DE SEGUROS Y CONSULTORIA ACTUARIAL,2,VALUACIÓN ACTUARIAL DE PASIVOS LABORALES,ASESORÍA EN TEMAS DE PENSIONES,IMPLEMENTACIÓN Y DISEÑO DE PPP,ACTUARIA,PROGRAMADORES,MATEMÁTICOS, , , ,X,X,N,0,N, ,S,X,X,X,X,S,S,8,N,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,3,5,4,5,3,5,3,2,2,2,2,2,2,2,1,2,1,1,3,2,2,1, , , , ,S,N, , ,S,R, , ,1,1,1,2,S,N,S,N,MATEMATICAS ACTUARIALES,FALTA DE PRECISIÓN PARA REALIZAR PROCESOS, , ,S,N,S,S,"LA PERSONA ENCUESTADA ES EXPERTA EN EL RAMO DE PENSIONES DE VIDA, ADEMÁS DE SER AYUDANTE Y AUXILIAR EN LA MATERIA EN LA FACULTAD DE CIENCIAS"
154,CITIBANAMEX,MARKET SURVEILLANCE ANALYST,8,11,18,21,0,BANCA,2,"DESARROLLO Y PROGRAMACIÓN DE MÉTODOS ANALÍTICOS DE FX FORWARS, IR SWAP",TRADING,CONTROL DE RIESGOS,ADMINISTRACIÓN,ACTUARIA,MATEMÁTICAS, ,X, ,X, ,N,0,N, ,S,X,X,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,5,3,5,5,5,3,1,3,2,3,3,2,1,2,2,3,2,1,1,1,2, ,0, ,0,S,S,VISUAL BASIC, ,S,VISUAL BASIC, , ,3,2,1,2,S,S,S,N,CONOCIMIENTO EN TÉCNICAS CONTABLES Y ADMINISTRATIVAS,IDIOMA, , ,S,S,S,S, 
155,WILLIS TOWERS WATSON,CONSULTOR ACTUARIAL SENIOR,7,11,18,12,0,CONSULTORIA ACTUARIAL,2,VALUACION DE PASIVOS LABORALES,DISEÑO DE PLANES DE PENSIONES, ,ACTUARIA, , , ,X,X,X, ,N,0,N, ,N,X,X,X, ,S,N,0,S, ,X, , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,4,5,4,4,3,4,2,1,1,1,2,2,2,1,1,1,1,1,3,1,2,1, ,0, ,0,S,N, , ,S,GENERALES, , ,2,2,1,2,S,S,S,N,CONOCIMIENTOS TÉCNICOS POCO SÓLIDOS,MANEJO DE IDIOMA INGLÉS DEFICIENTE,BAJA CAPACIDAD AUTODIDACTA, ,S,S,S,S, 
156,COMISION NACIONA DE SEGUROS Y FIANZAS,ANÁLISIS Y METODOLOGÍA DE RIESGOS,8,11,18,8,50,SUPERVISAR LA OPERACIÓN DEL SECTOR ASEGURADOR Y AFIANZADOR,1,ACTUALIZAR MODELOS ACTUARIALES,REVISAR INFORMACIÓN DE INSTITUCIONES,ELABORAR OFICIOS,ACTUARIA,MATEMÁTICAS,ECONOMIA, ,X, ,X, ,N,0,N, ,N, , ,X, , ,N,0, , ,X, , , , , , , , , , , ,S,1,N,S,S,S,N, , , ,5,5,5,5,5,5,3,1,3,2,3,3,3,2,1,3,3,2,1,2,2,3, ,0, ,0,S,N, , ,S,R,SAS,SQL,3,2,1,3,S,N,S,N, , , , ,S,N,S,S,"LA ENTREVISTADA  FUE HONESTA Y CLARA EN LAS RESPUESTAS, ADEMAS DE LO DOCUMENTADO, LA SEÑORITA ES AYUDANTE DE LA MATERIA DE DAÑOS EN LA FACULTAD"
157,GRUPO FINANCIERO INBURSA,ANALISTA ACTUARIAL,8,11,18,15,0,ANALISTA DE RIESGO,2,DESARROLLO DE PRODUCTOS DE VIDA,MANTENIMIENTO DE PRODUCTOS DE VIDA,ANÁLISIS DE DATOS,CIENCIAS DE LA COMPUTACIÓN,ECONOMIA,MATEMÁTICAS, ,X, ,X, ,N,0,N, ,N, ,X,X,X, ,S,8, , ,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,3,5,3,5,5,5,3,2,2,2,3,2,3,2,2,3,2,2,2,2,3,2, , , , ,S,N, , ,S,SQL,FOX PRO,JAVA,3,3,2,3,N,N,S,N,FALTA DE CONOCIMIENTOS EN PROGRAMACIÓN,FALTA DE TRABAJO EN EQUIPO, , ,S,N,S,S,"EL ENTREVISTADO ES UN RECIEN EGRESADO DE LA FACULTAD DE CIENCIAS, LABORA EN GRUPO FINANCIERO INBURSA Y COMIENZA A APLICAR SUS CONOCIMIENTOS VISTOS."
158,SUMA CONSULTORES S.A,DIRECTOR,5,11,18,13,0,CONSULTORIA,2,BUSQUEDA Y DESARROLLO DE NUEVOS PROYECTOS,DIRECCION DE PROYECTOS, ,INGENIERIA EN COMPUTACION,INGENIERIA EN SISTEMAS,ACTUARIOS Y MATEMATICOS APLICADOS, , , ,X,X,N,0,N, ,N,X,X,X,X,S,N,0,S,X,X, , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,4,4,4,3,2,4,3,1,3,3,3,2,2,2,1,3,2,2,1,1,1,1, ,0, ,0,S,S,SAS, ,S,SQL,PROCESOS DATA SET EN SAS, ,3,3,2,3,S,S,S,S,POCA EXPERIENCIA EN EL MANEJO DE BASES DE DATOS,PRESENTACIÓN EN LA ENTREGA DE RESULTADOS, , ,S,N,S,N,SE TRABAJA BAJO PROYECTO SIN UN HORARIO FIJO
159,OFICINA DE SEGUROS MAPFRE,GERENTE,9,11,18,14,0,SECTOR ASEGURADOR,2,DAR SEGUIMIENTO A LAS POLIZAS,CAPTAR NUEVOS CLIENTES, ,CONTADURIA,ACTUARIA,INFORMATICA, , ,X, ,X,N, ,N, ,N, ,X,X,X, , ,0,S,X,X, , , , , , , , , , , ,S,2,S,N,S,S,N, , , ,5,5,5,4,5,5,3,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2, ,0, ,0,S,S,SICAS,MISMO DE LA COMPAÑIA,N, , , ,1,2,2,3,S,S,S,N,SABER TRABAJAR EN EQUIPO,FALTA DE COMPROMISO, , ,S,S,N,N, 
160,NACIONAL FINANCIERA S.A DE C.V.,EJECUTIVO DE RECUPERACIÓN,9,11,18,14,30,CONTROL DE VENCIMIENTOS DE CARTERA,1,ELABORACION DE ANALISIS ESTADISTICOS FINANCIEROS,IDENTIFICAR POSICIONES DE RIESGO DE MERCADO,ACTUALIZACION DE MODELOS DE VENCIMIENTO DE CARTERA CREDITICIA,ECONOMIA,CONTADORES Y ADMINISTRADORES,ACTUARIA, ,X, ,X,X,N,0,N, ,S, ,X,X,X, , ,0,S,X,X, , , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,5,4,5,5,5,3,1,2,3,3,2,3,2,2,3,3,2,1,1,1,1, ,0, ,0,S,N, , ,S,VISUAL BASIC,ACCESS,SQL,3,2,2,3,S,S,S,N,DIFICULTAD PARA ESTABLECER RELACIONES LABORALES,DIFICULTAD PARA DIRIGIR UN GRUPO DE TRABAJO,DIFICULTAD PARA EXPLICAR RESULTADOS, ,S,N,S,S, 
162,SEGUROS MONTERREY NEW YORK LIFE,ASESOR PROFESIONAL DE SEGUROS,8,11,18,18,30,SEGUROS DE VIDA,2,SEGUROS,COMERCIO, ,ECONOMIA,CONTADURIA,ADMINISTRACIÓN, ,X,X, ,X,N,0,N, ,N, ,X, , ,S,S,8,S, ,X,X, , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,4,5,5,4,3,2,2,3,3,3,2,2,1,2,2,1,1,3,2,3,2, ,0, ,0,S,N, , ,S,SQL, , ,2,2,1,1,S,S,S,N,INTELIGENCIA EMOCIONAL,CAPACIDAD DE SINTESIS,"EXCEL, INGLES",MATEMATICAS FINANCIERAS/ACTUARIALES,S,N,S,S, 
163,PROVEEDORA INTEGRAL DE  PRECIOS,ANALISTA DE VALUACION DE DERIVADOS,9,11,18,10,0,"VALUAR A PRECIOS OFICIALES E INDEPENDIENTES DE ACTIVOS FINANCIEROS EN LATINOAMERICA, PROVEER SOLUCIONES FINANCIERAS EN LA VALUACION, MODELADO, CREACION DE INDICES, ASESORIA Y ADMINISTRACION DE RIESGOS",2,DETERMINAR NIVELES FINALES DE INSTRUMENTOS DERIVADOS QUE COTIZAN EN EL,PROVEER DE INFORMACION FINAL A LOS CLIENTES,DESARROLLO DE MODELOS Y ESTRATEGIAS PARA VALUACION DE NUEVOS PRODUCTOS,ACTUARIA,ECONOMIA,MATEMATICAS, ,X,X,X,X,N,0,N, ,S,X,X,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,S,0,S,N,S,S,N, , , ,5,5,3,5,4,4,3,1,2,3,3,2,3,1,1,3,3,1,1,1,1,1, ,0, ,0,S,N, , ,S,MATLAB,SQL,R,3,1,1,2,S,S,N,N,HABILIDADES GERENCIALES,COMUNICACION,PRESENTACION DE RESULTADOS, ,S,S,S,S, 
164,COMISION NACIONAL DE SEGUROS Y FIANZAS,SUBDIRECTOR DE ESTUDIOS/SEGUROS D PERSON,12,11,18,12,20,REGULAR ACTIVIDADES DE LOS ASEGURADOS Y AFIANZADORAS,1,REVISAR LAS RESERVAS DE ASEGURADORAS Y AFIANZADORAS,APROBAR LAS RESERVAS CALCULADAS POR LAS COMPAÑIAS, ,ACTUARIA, , , , , ,X,X,S,25,N, ,N,X,X,X,X,S,N,0,N, , , , , , , , , , , , , ,S,1,S,N,S,N,N, , , ,5,5,3,3,4,5,1,1,2,1,2,1,2,1,1,1,3,1,1,3,3,1, ,0, ,0,S,N, , ,N, , , ,2,1,1,2,S,S,S,S,CONOCIMIENTO EN SOLVENCIA II Y BASILEA,CONOCIMIENTOS EN EL AREA DE RIESGOS,CONOCIMIENTOS EN ESTADISTICA,CONOCIMIENTOS EN PROGRAMACION,S,S,S,S, 
165,FACULTAD DE CIENCIAS UNAM,PROFESOR DE TIEMPO COMPLETO,12,11,18,14,40,EDUCACION A NIVEL SUPERIOR,1,IMPARTIR CURSOS DEL AREA IDO,INVESTIGACION/ ARTICULOS PUBLICADOS EN REVISTAS,DIRECCION/REVISION DE TESIS,MATEMATICAS,MATEMATICAS APLICADAS,ACTUARIA,X, , , , ,S,50,N, ,N, , , ,X,N,N, ,S,X,X,X, , , , , , , , , , ,S,6,S,N,N,S,N, , , ,5,4,3,4,4,4,2,2,2,2,2,2,2,3,1,3,2,2,2,2,2,2, , , , ,S,S,AMPL,GURABI,S,R,C++, ,1,1,1,1,N,N,N,N,NO APLICA, , , ,S,N,N,N, 
166,NUMERAVI VALUACION Y ANALISIS DE RIESGOS,CONSULTORIA EN RIESGOS,12,11,18,17,0,CONSULTORIA EN RIESGOS,2,PROYECTOS DE RIESGO DE MERCADO,PROYECTOS DE RIESGO DE CREDITO, ,ACTUARIA,MATEMATICAS,INGENIERIA EN SISTEMAS, ,X, , ,X,S,28,N, ,N, ,X,X, ,S,N, ,S,X,X, , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,5,3,3,3,5,3,1,3,1,3,2,2,1,1,3,1,1,1,2,2,1, , , , ,S,N, , ,S,R,MATLAB, ,2,2,1,3,S,N,N,S,CONOCIMIENTOS EN PROGRAMACION,CONOCIMIENTOS EN ESTADISTICA,CONOCIMIENTOS EN RIESGOS (SOLVENCIA II/BASILEA), ,S,S,S,S, 
167,CONDUSEF,SUBDELEGADO,7,11,18,11,24,ATENCION CIUDADANA DE SERVICIOS FINANCIEROS,1,ATENCION POR CASOS NO PRESENCIALES,ORIENTACION JURIDICA,EDUCACION FINANCIERA,DERECHO,FINANZAS,ADMINISTRACIÓN, ,X, , ,X,N,0,N, ,N,X,X, , ,S,S,8,N, , , , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,3,3,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1, ,0, ,0,S,N, , ,N, , , ,0,0,0,0,N,S,S,N,COMUNICACION ORAL,ORTOGRAFIA,CREATIVIDAD,SISTEMA FINANCIERO MEXICANO,S,N,N,N, 
168,CNSF,AUDITOR GENERAL,6,11,18,8,23,SUPERVISION FINANCIERA Y ACTUARIAL,1,INSPECCION ACTUARIAL, , ,ACTUARIA,ECONOMIA,MATEMATICOS, ,X, , ,X,S,50,N, ,S, , ,X, ,N,S,8,S,X,X, , , , , , , , , , , ,N,0,N,N,N,N,N, , , ,3,5,3,5,5,3,2,2,2,1,3,2,3,2,1,3,1,2,3,3,3,1, , , , ,S,N, , ,N, , , ,2,1,1,2,S,S,S,N, , , , ,S,N,N,S, 
169,MEDIACCESS SEGUROS DE SALUD SA DE CV,ACTUARIO,8,11,18,13,0,ASEGURADORA,2,DESARROLLO DE NUEVOS PRODUCTOS,PRICING DE PRODUCTOS,ANALISIS DE CARTERAS EXISTENTES,ACTUARIA,ECONOMIA,MEDICINA, ,X, ,X,X,S,40,N, ,N, ,X,X,X,S,N, ,S, ,X, , , , , , , , , , , ,S,2,S,N,S,S,N, , , ,5,4,4,5,4,5,3,2,2,2,2,3,3,2,3,2,2,2,1,1,1,1, , , , ,S,N, , ,S,R,SQL,PYTHON,3,1,1,3,S,N,S,N,FORMAS DE EXPRESION,ORGANIZADO Y ADMINISTRATIVO,TRABAJO EN EQUIPO,S,N,N,N,S, 
170,BANCOMER,CONSULTOR CONTABLE,9,11,18,20,0,FINANCIERO,2,DESARROLLADOR DE APLICATIVOS,ANALISTA DE INFORMACION,CONTROL INTERNO,CONTADURIA,MATEMATICAS,ECONOMIA, ,X, ,X, ,N,0,N, ,N,X,X,X,X,N,N,0,S, ,X,X, , , , , , , , , , ,N,0,N,S,S,N,N, , , ,2,2,4,3,4,3,3,1,1,2,2,3,3,1,1,3,3,2,1,1,1,1, ,0, ,0,S,S,SAS,ORACLE,S,PYTHON,C++,JAVA,3,3,3,3,N,N,N,N,PRACTICAS PROFESIONALES MINIMO UN AÑO ABLIGATORIO,FALTA DE ESPECIALIDAD Y ACTUALIZACION DE INFORMACION,MAS MATERIAS DE FORMACION HUMANA,EXAMEN DE CONOCIMIENTOS GENERALES,N,N,S,N,"SABER EXCEL Y ACCESS A NIEL MACRO Y UNA BASE DE DATOS ANIVEL ADMINISTRATIVO(SQL,ORACLE)"
171,ACCENTURE,ANALISTA,9,11,18,14,20,CONSULTORIA,2,CREACION DE PORTAFOLIOS,MODELOS PREDICTIVOS EN R,ANALISIS DE BASES DE DATOS EN SQL,ACTUARIA,MATEMATICAS,ECONOMIA, ,X, ,X,X,N, ,N, ,S,X,X, , ,S,N, ,S, , ,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,4,5,5,3,5,3,2,2,3,2,3,3,2,1,3,3,3,2,1,1,2, , , , ,S,S,POWER BL, ,S,"SQL, STATA","R, ALTERYX",SAP,3,2,2,3,S,S,S,N,FALTA DE CONOCIMIENTOS EN LENGUAJES Y PLATAFORMAS DE PROGRAMACION,BAJO NIVEL DE INGLES, , ,S,S,S,S, 
172,PROVEEDOR INTEGRAL DE PRECIOS,ESPECIALISTA DE COMPLIANCE,8,11,18,10,34,VALIDACION DE NIVELES DE VALUACION DE RENTA FIJA Y VARIABLE,2,VALIDACION DE NIVELES DE VALUACION DE RENTA FIJA Y VARIABLE,REVISIONES DE METODOLOGIAS DE VALUACION,CUMPLIMIENTO NORMATIVO,ECONOMIA,INGENIERIA EN FINANZAS, , ,X,X,X,X,N, ,N, ,N,X,X,X, ,S,N, ,S, ,X,X, , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,5,3,4,5,4,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1, , , , ,S,N, , ,S,"SQL, R",MATHLAB,PYTHON,2,1,1,1,S,S,S,N,"APRENDIZAJE LENTO, EN ALGUNOS CASOS SIN DISPOSICION A APRENDER",SIN HABILIDADES DE REDACCION,FALTA DE COMPROMISO,MALA INTERRELACION CON LAS PERSONAS,S,N,N,S, 
173,GRUPO FINANCIERO SANTANDER,DGA. DE LA RED COMERCIAL PORTEX,7,11,18,17,0,BANCARIO,2,RED COMERCIAL,ESTRATEGIA,DIRECCION,INGENIERIA EN COMPUTACION,MERCADOTECNIA,ACTUARIA, ,X,X, , ,N, ,N, ,N, , ,X, ,S,S,9,S,X,X,X, , , , , , , , , , ,N,0,S,N,N,N,N, , , ,5,5,5,5,5,5,3,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1, ,0, ,0,S,N, , ,N, , , ,2,2,1,2,S,N,N,N,INPUNTUALIDAD, , , ,S,N,S,S, 
174,LABORIKA,GERENTE,9,11,18,15,10,RECURSOS HUMANOS,2,DESARROLLO EN HERRAMIENTAS,MANEJO DE BASE DE DATOS,GESTION DE RIESGO OPERACIONAL,INGENIERIA EN COMPUTACION,INGENIERIA EN SISTEMAS,ACTUARIA, , , ,X, ,N, ,N, ,N, , ,X, ,N,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,S,S,N,N, , , ,5,5,5,5,5,5,3,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1, , , , ,S,S,VISUAL BASIC,EXCEL,S,R, , ,3,3,3,3,S,N,S,N, , , , ,S,N,N,S, 
175,GRUPO FINANCIERO SANTANDER,SUB DIRECTOR OPERATIVO,12,11,18,12,0,BANCARIO,2,RED COMERCIAL,OPERACIONES, ,INGENIERIA EN COMPUTACION,INGENIERIA EN SISTEMAS,ACTUARIA, , ,X,X, ,N, ,N, ,N, ,X, , ,S,S,9,S,X,X,X, , , , , , , , , , ,N,0,N,N,S,S,S,ITAM,ANAHUAC,UNAM,5,5,5,5,5,5,3,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1, , , , ,S,N, , ,S,C++, , ,2,2,2,3,S,S,S,N,FALTA DE APLICACIONES Y PRACTICA, , , ,S,N,S,S, 
177,COMISION NACIONAL DE SEGUROS Y FIANZAS,"DGSA, SUPERVISOR ACTUARIAL ""C""",9,11,18,10,0,REGULAR LAS INSTITUCIONES DE SEGUROS Y FIANZAS,1,REVISION DE RESERVAS TECNICAS,VALIDACION DE INFORMACION,ANALISIS DE REPORTES REGULATORIOS,ECONOMIA,CONTADURIA,ADMINISTRACION DE EMPRESAS, ,X, ,X,X,N, ,N, ,S, ,X,X, ,N,N, ,N, , , , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,3,4,2,4,4,3,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1, , , , ,S,S,VISUAL BASIC, ,S,VISUAL FOXPRO, , ,2,1,1,1,N,S,S,N,COMUNICACIÓN,TRABAJO EN EQUIPO, , ,S,N,S,S, 
178,BANCO SANTANDER MEXICO CORPORATIVO,GERENTE DE RIESGO DE CAPITAL,8,11,18,8,0,PRESTAMO COMERCIAL,2,ANALIZAR LOS RIESGOS REFERENTES AL CAPITAL, , ,MATEMATICAS,INFORMATICA,ECONOMIA, ,X, ,X,X,N, ,N, ,N, ,X,X, , ,N, ,N, , , , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,4,4,2,4,3,5,2,1,3,2,3,2,2,1,1,1,2,1,1,1,1,1, , , , ,S,S,VISUAL BASIC,SAS,S,SQL, , ,2,1,1,2,N,S,S,S,CONOCIMIENTO EN EL AREA DE ECONOMIA,TOLERANCIA AL CAMBIO,RESPONSABILIDAD, ,S,N,S,S, 
179,ACTIMBER CASA DE BOLSA,OPERADOR MESA DE DERIVADOS,7,11,18,12,0,ASESORÍA Y ADMINISTRACIÓN DE INVERSIONES,2,COTIZACIÓN Y OPERACIÓN DE COBERTURAS CAMBIARIAS Y TASA DE INTERÉS, , ,FINANZAS,ECONOMIA,ACTUARIA, ,X, , ,X,N,0,N, ,S,X, ,X,X,S,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,4,4,5,5,3,1,3,3,3,2,2,1,1,2,2,1,1,1,1,1, ,0, ,0,S,S,BLOOMBERG, ,S,VBA, , ,2,1,1,1,S,S,S,S,FALTA INFORMACIÓN DETALLADA SOBRE CIERTOS TEMAS, , , ,S,N,S,N, 
180,VOLARIS,ANALISTA DE REVENUE MANAGEMENT,8,11,18,16,0,ANALISTA,2,ADMINISTRACIÓN DE INGRESOS EN VUELOS,ANÁLISIS ESTADÍSTICO DE INGRESOS,OPTIMIZACIÓN EN EL SISTEMA DE VENTA DE VUELOS,MATEMÁTICOS,INGENIEROS, , ,X, ,X,X,N,0,N, ,S, , ,X, ,N,S,8.5,S,X,X,X, , , , , , , , , , ,N,0,N,S,S,S,N, , , ,5,5,4,5,4,5,2,1,3,1,2,2,1,2,1,3,3,1,1,1,1,1, ,0, ,0,S,S,ADOBE ANALYTICS,GOOGLE TOOLS FOR MARKETING,S,R,FACEBOOK BLUEPRINT, ,2,3,3,2,S,S,N,N,NO SABER PLANTEAR LOS PROBLEMAS,NO SABER APLICAR EL CONOCIMIENTO, , ,S,N,N,N, 
181,LA ESCUELA DE LANCASTER,PROFESORA Y COORDINADORA,9,11,18,18,30,COORDINAR Y DAR CLASE,2,PREPARAR EL TEMA PARA CLASES,CREAR RECURSOS POR NIVELES POR TEMA,COORDINAR A LOS PROFESORES Y DAR ASESORIA DE PROYECTOS,MATEMÁTICAS,FISICA,QUIMICA, , , , ,X,N,0,N, ,N, ,X,X,X,N,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,N,N, , , ,4,3,3,4,4,5,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1, ,0, ,0,S,N, , ,N, , , ,2,1,3,1,N,S,S,N,CURSO INTTRODUCTORIO MUY CORTO,CARECEN DE DETALLES, , ,S,S,S,S, 
182,BANCO SANTANDER,GERENTE DE NEGOCIOS SELECT,12,11,18,14,55,GERENTE SELECT,2,ATENCION AL PUBLICO,ESTRATEGIAS DE INVERSION,PRODUCTOS DE CREDITO,FINANZAS,ECONOMIA,ADMINISTRACIÓN,X,X,X,X,X,N,0,N, ,N, , ,X, ,S,N,0, ,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,S,AREA CONTABLE,MESA DE CONTROL, ,5,5,5,5,5,5,3,3,2,3,3,3,3,3,1,1,2,2,2,3,3,1, , , , ,S,S,SISTEMAS INTERNOS,EXCEL AVANZADO,S,SISTEMA INTERNO, , ,1,1,1,3,N,S,S,N, , , , ,S,N,S,S, 
183,FONDO NACIONAL DE FOMENTO AL TURISMO,ANALISTA ESPECIALIZADA,9,11,18,16,15,TURISMO,1,INTEGRAR EL PROGRAMA ANUAL DE ADQUISICIONES,ATENDER SOLICITUDES DE INFORMACION EN MATERIA DE ADQUISICION,REALIZAR INFORMES Y ATENDER AUDITORIAS,ADMINISTRACION DE EMPRESAS,CONTADURIA,LICNCIADO EN DERECHO, , , , , ,N,0,N, ,S, , ,X,X,N,S,9,S,X,X,X, , , , , , , , , , ,S,3,S,S,S,S,N, , , ,4,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , ,S,S, , ,S, , , ,2,2,2,2,N,S,S,S, , , , ,S,N,S,N, 
184,FONDO NACIONAL DE FOMENTO AL TURISMO,PROGRAMADOR,9,11,18,15,42,TURISMO,1,ANALIZAR EL PRESUPUESTO EN MATERIA DE ADQUISICION,REALIZAR INFORMES PRESUPUESTALES,PROGRAMAR MODELOS ECONOMETRICOS,ACTUARIA,ECONOMIA,PROGRAMACION, , , , , ,N,0,N, ,S, , ,X,X,N,S,8,S,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,N, , , ,5,5,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , ,S,S, , ,S,C++,PYTHON, ,3,3,3,3,S,S,S,S, , , , ,S,N,S,N, 
185,HIR SEGUROS,ANALISTA TECNICO DE RESERVAS,9,11,18,14,58,CALCULO DE RRC E IBNR,2,AMORTIZACION DE PROCESOS,VALIDACION DE CIERRES,ENTREGA DE REPORTES A CNSF,ACTUARIA, , , ,X, , ,X,N,0,N, ,N,X,X,X, ,S,N,0,N, , , , , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,5,4,5,4,5,2,1,2,2,3,2,2,1,1,3,2,1,1,1,2,2, ,0, ,0,S,S,EXCEL AVANZADO, ,S,VISUAÑ FOX PRO,SQL, ,1,2,1,2,S,N,S,N,APTITUDES,ACTITUDES,TOMAR EL TRABAJO ENCERIO, ,S,N,S,N,EXCELENTE EDUCACION AL ATENDERME
186,AGV S.A DE C.V,ANALISTA ECONOMICO FINANCIERO,8,11,18,13,9,ANALISTA ECONOMICO FINANCIERO,2,RIESGOS CREDITICIOS,FINANZAS PUBLICAS,MODELOS ECONOMETRICOS,ECONOMIA,ACTUARIA,MATEMATICOS APLICADOS, , , , ,X,N, ,N, ,S, ,X,X, ,N, , ,S,X,X, , , , , , , , , , , ,N,0,S,N,N,N,N, , , ,4,5,3,5,1,5,3,3,3,3,3,3,2,1,1,2,3,1,1,1,1,2, , , , ,S,S,EXCEL AVANZADO,STATA,S,STATA,JAVA,VISUAL BASIC,3,2,1,3,S,N,S,N,FALTA DE PRACTICA LABORAL,REDACCION,EXCEL MANEJO DE OFFICE, ,S,N,S,S,NINGUNA
187,BANORTE,GERENTE EN ADMINISTRACION DE RIESGOS,9,11,18,9,10,ADMINISTRAR EL AREA DE RIESGOS,2,ANALISIS DE RIESGOS CREDITICIOS,ANALISIS DE MERCADO,MARGEN DE RIESGO,ACTUARIA,CONTADURIA, , ,X, ,X,X,N, ,N, ,N,X,X,X,X,S,N, ,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,4,5,4,5,5,5,3,2,3,1,2,2,3,1,2,3,3,1,1,1,1,1, , , , ,S,S,EXCEL AVANZADO, ,S,SAS,VISUAL BASIC, ,3,3,2,3,S,S,S,S,FALTA DE EXPERIENCIA,NO SABEN MANEJAR PAQUETERIAS AL 100%,REDACCION, ,S,N,N,S,NINGUNA
